crop_type,phase,temp (°C),humidity (%),rain (mm),wind_speed (km/h),suggestion
Banana,Harvest,30,71,48,18,Moderate temperature with significant rainfall may cause waterlogging. Establish proper drainage channels before heavy rains and avoid walking on wet seedbeds. Monitor for fungal diseases like root rot and treat seedbeds with appropriate fungicides wearing proper protective equipment.
Cotton,Germination,34,70,43,8,High temperature may cause flower drop and reduce pollination. Install shade nets during peak heat hours and irrigate during cooler periods. Apply pollinator-friendly pest management strategies and ensure workers take frequent breaks to prevent heat exhaustion.
Maize,Flowering,24,76,64,5,"Warm temperature with no rainfall creates ideal harvesting conditions. Ensure workers take regular hydration breaks to prevent heat stress. Clean and sanitize harvesting tools between plants to prevent disease spread, and store harvested produce in shaded areas to maintain quality."
Banana,Flowering,38,84,24,5,High humidity and rainfall create ideal conditions for fungal diseases. Treat planting material with fungicides before sowing and ensure field workers use protective gear during application. Implement drainage systems to prevent stagnant water and subsequent root rot issues.
Groundnut,Vegetative,33,65,9,16,Substantial rainfall may lead to soil erosion and seed displacement. Implement contour plowing before planting and use mulch to stabilize soil. Monitor for seedling diseases that thrive in wet conditions and establish emergency drainage channels to prevent complete waterlogging.
Onion,Vegetative,33,75,20,9,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Groundnut,Germination,24,83,35,14,"Warm temperature with no rainfall creates ideal harvesting conditions. Ensure workers take regular hydration breaks to prevent heat stress. Clean and sanitize harvesting tools between plants to prevent disease spread, and store harvested produce in shaded areas to maintain quality."
Turmeric,Harvest,35,75,19,9,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Onion,Vegetative,30,85,43,17,"High temperature with moderate rainfall requires vigilant pest monitoring, especially for aphids. Apply appropriate insecticides during cooler parts of day and wear protective equipment. Ensure adequate nutrient levels to support robust growth while watching for signs of heat stress in workers and plants."
Sugarcane,Harvest,25,82,44,14,Moderate temperature with significant rainfall may cause waterlogging. Establish proper drainage channels before heavy rains and avoid walking on wet seedbeds. Monitor for fungal diseases like leaf blight and treat seedbeds with appropriate fungicides wearing proper protective equipment.
Banana,Flowering,25,64,1,18,High temperature with strong winds may accelerate water loss. Implement supplemental irrigation focusing on early morning or late evening to reduce evaporation. Monitor for pests like aphids which thrive in these conditions and ensure pesticide applicators wear full protective gear with respiratory protection.
Millet,Harvest,32,75,25,20,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Millet,Harvest,30,66,2,9,Substantial rainfall may lead to soil erosion and seed displacement. Implement contour plowing before planting and use mulch to stabilize soil. Monitor for seedling diseases that thrive in wet conditions and establish emergency drainage channels to prevent complete waterlogging.
Paddy,Flowering,25,66,28,19,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Sugarcane,Vegetative,38,65,51,7,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Millet,Flowering,36,71,38,19,High humidity and rainfall create ideal conditions for fungal diseases. Treat planting material with fungicides before sowing and ensure field workers use protective gear during application. Implement drainage systems to prevent stagnant water and subsequent root rot issues.
Cotton,Harvest,37,75,19,20,High temperature with strong winds may accelerate water loss. Implement supplemental irrigation focusing on early morning or late evening to reduce evaporation. Monitor for pests like fall armyworm which thrive in these conditions and ensure pesticide applicators wear full protective gear with respiratory protection.
Maize,Harvest,35,63,21,13,Warm and humid conditions favor leaf spot diseases. Implement a preventive fungicide program and ensure workers rotate tasks to minimize continuous exposure to chemicals. Create windbreaks to reduce physical damage to plants and maintain soil moisture during windy conditions.
Brinjal,Germination,28,73,2,9,"Warm temperature with no rainfall creates ideal harvesting conditions. Ensure workers take regular hydration breaks to prevent heat stress. Clean and sanitize harvesting tools between plants to prevent disease spread, and store harvested produce in shaded areas to maintain quality."
Groundnut,Vegetative,25,61,48,12,High humidity and rainfall create ideal conditions for fungal diseases. Treat planting material with fungicides before sowing and ensure field workers use protective gear during application. Implement drainage systems to prevent stagnant water and subsequent root rot issues.
Banana,Vegetative,27,71,21,18,"High temperature with moderate rainfall requires vigilant pest monitoring, especially for fall armyworm. Apply appropriate insecticides during cooler parts of day and wear protective equipment. Ensure adequate nutrient levels to support robust growth while watching for signs of heat stress in workers and plants."
Sugarcane,Flowering,29,63,58,7,Substantial rainfall may lead to soil erosion and seed displacement. Implement contour plowing before planting and use mulch to stabilize soil. Monitor for seedling diseases that thrive in wet conditions and establish emergency drainage channels to prevent complete waterlogging.
Banana,Flowering,35,83,46,6,High humidity and rainfall create ideal conditions for fungal diseases. Treat planting material with fungicides before sowing and ensure field workers use protective gear during application. Implement drainage systems to prevent stagnant water and subsequent root rot issues.
Onion,Germination,33,70,56,6,High temperature may cause flower drop and reduce pollination. Install shade nets during peak heat hours and irrigate during cooler periods. Apply pollinator-friendly pest management strategies and ensure workers take frequent breaks to prevent heat exhaustion.
Groundnut,Flowering,38,61,51,5,High temperature may cause flower drop and reduce pollination. Install shade nets during peak heat hours and irrigate during cooler periods. Apply pollinator-friendly pest management strategies and ensure workers take frequent breaks to prevent heat exhaustion.
Cotton,Harvest,24,74,22,5,Moderate temperature with significant rainfall may cause waterlogging. Establish proper drainage channels before heavy rains and avoid walking on wet seedbeds. Monitor for fungal diseases like leaf blight and treat seedbeds with appropriate fungicides wearing proper protective equipment.
Paddy,Vegetative,38,64,49,15,"Warm temperature with no rainfall creates ideal harvesting conditions. Ensure workers take regular hydration breaks to prevent heat stress. Clean and sanitize harvesting tools between plants to prevent disease spread, and store harvested produce in shaded areas to maintain quality."
