crop_type,phase,temp (°C),humidity (%),rain (mm),wind_speed (km/h),suggestion,category
Tomato,Flowering,24,76,63,18,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Millet,Vegetative,21,77,40,20,Support rapid growth by ensuring adequate nitrogen. Monitor for early pest or weed issues. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Turmeric,Vegetative,20,81,57,19,Support rapid growth by ensuring adequate nitrogen. Monitor for early pest or weed issues. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Banana,Flowering,23,81,44,6,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants.,3
Brinjal,Flowering,27,76,64,15,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Onion,Harvest,24,77,67,6,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Sugarcane,Flowering,25,83,65,14,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Brinjal,Flowering,26,83,68,8,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Tomato,Harvest,26,70,44,13,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene.,3
Maize,Flowering,25,76,53,9,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently.,3
Onion,Germination,20,81,69,8,Ensure good soil moisture for proper seed sprouting. Avoid walking on seedbeds after rain. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Onion,Germination,24,82,66,19,Ensure good soil moisture for proper seed sprouting. Avoid walking on seedbeds after rain. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Turmeric,Vegetative,26,80,56,19,Support rapid growth by ensuring adequate nitrogen. Monitor for early pest or weed issues. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Sugarcane,Harvest,20,76,58,15,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure.,3
Onion,Flowering,21,85,59,5,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants.,3
Groundnut,Germination,27,75,40,7,Ensure good soil moisture for proper seed sprouting. Avoid walking on seedbeds after rain.,3
Groundnut,Germination,20,84,70,6,Ensure good soil moisture for proper seed sprouting. Avoid walking on seedbeds after rain. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Maize,Harvest,22,80,43,20,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Sugarcane,Flowering,22,84,42,6,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants.,3
Paddy,Harvest,21,70,51,15,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure.,3
Paddy,Flowering,27,76,44,11,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently.,3
Onion,Flowering,24,80,67,18,Protect flowering structures from stress. Prevent flower drop and manage pollination efficiently. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain. Strong winds can damage crops. Use windbreaks and secure tall crops like banana or sugarcane.,3
Onion,Harvest,27,84,70,12,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants. Heavy rainfall may cause waterlogging. Improve drainage and avoid chemical spraying during rain.,3
Onion,Harvest,23,81,47,13,Prepare for timely harvest. Avoid damage from unexpected weather and maintain tool hygiene. Cool temperature can slow down growth. Monitor for fungal infections and ensure good sunlight exposure. High humidity favors fungal diseases. Apply protective fungicides and ensure airflow between plants.,3
